statement,label,category,split,question
The color of an object depends on the wavelengths of light that it reflects.,1,facts,validate,What property of an object is determined by the wavelengths of light it reflects?
The Amazon rainforest is home to minimal biodiversity.,0,facts,validate,What does the Amazon rainforest have minimal amounts of?
A substance that cannot be broken down into simpler substances by chemical means is called an element.,1,facts,validate,What is a substance that cannot be broken down into simpler substances by chemical means called?
The planet Mars is named after the Roman god of war.,1,facts,validate,What Roman god is Mars named after?
The human brain is uninvolved in the bodys functions and emotions.,0,facts,validate,What is the role of the human brain in the body's functions and emotions?
Ice cream is a popular dessert.,1,facts,validate,What is a popular dessert?
"The first law of thermodynamics states that energy cannot be created or destroyed, only converted from one form to another.",1,facts,validate,What is the first law of thermodynamics?
The process of aging is influenced by both genetic and environmental factors.,1,facts,validate,What factor(s) influence the process of aging in the human body?
The largest mammal in the world is the blue whale.,1,facts,validate,What is the largest mammal in the world?
The speed of light is the slowest known speed in the universe.,0,facts,validate,What type of speed is the speed of light considered to be in the universe?
Water is useless for life.,0,facts,validate,"What is a question that could be answered by the statement ""Water is useless for life""?"
The Pacific Ocean is the smallest ocean in the world.,0,facts,validate,What ocean is considered the smallest in the world?
Volcanic eruptions never destroy human homes.,0,facts,validate,What event can volcanic eruptions not destroy human homes?
Hibernation conserves energy during cold periods.,1,facts,validate,What is the purpose of hibernation?
The Earth is the third planet from the sun.,1,facts,validate,What is the position of the Earth in the solar system?
The human respiratory system consists of lungs and airways.,1,facts,validate,What part of the human body does the respiratory system consist of?
"The auroras, or polar lights, are natural light displays caused by the interaction of solar particles with Earths magnetic field.",1,facts,validate,What phenomenon is the aurora caused by?
"The moon is a star, not a satellite.",0,facts,validate,What is the moon considered according to the statement?
Water freezes at 0 degrees Celsius (32 degrees Fahrenheit).,1,facts,validate,What is the freezing point of water in degrees Celsius?
The tallest building in the world is the Burj Khalifa in Dubai.,1,facts,validate,What is the tallest building in the world?
The Sahara Desert is covered in snow and ice.,0,facts,validate,What does the Sahara Desert usually not have?
Osmosis is the movement of water across a selectively permeable membrane.,1,facts,validate,What is Osmosis?
Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,0,facts,validate,What property of superconductors allows them to have infinite electrical resistance at certain temperatures?
The Grand Canyon is located in Europe.,0,facts,validate,Where is the Grand Canyon located?
"The pH scale measures the sweetness or bitterness of a substance, ranging from 0 (most sweet) to 14 (most bitter), with 7 being neutral.",0,facts,validate,What does the pH scale measure?
Camouflage helps animals blend with their environment.,1,facts,validate,What type of behavior does camouflage help animals with?
The only continent without any mountains is Asia.,0,facts,validate,What continent does not have any mountains?
"Jupiter has the Great Red Spot, a giant storm.",1,facts,validate,What is the Great Red Spot and where is it located?
The human body has more than 600 muscles.,1,facts,validate,How many muscles does the human body have?
Tornadoes are stationary columns of air.,0,facts,validate,What kind of weather phenomenon is a tornado?
Humans have wings and can fly.,0,facts,validate,"What is a possible question that could be answered by the statement ""Humans have wings and can fly""?"
The shortest river in the world is the Amazon River.,0,facts,validate,What is the shortest river in the world?
Most fish live on land.,0,facts,validate,What type of habitat do most fish live in?
Migration prevents animals from finding better resources.,0,facts,validate,Is migration a method for animals to find better resources?
The process by which birds merge to form one larger bird is called fusion.,0,facts,validate,What is the process called when birds merge to form one larger bird?
Polar ice caps are primarily made of fresh water.,1,facts,validate,What is the primary composition of polar ice caps?
Cells are the basic units of life.,1,facts,validate,What is the basic unit of life?
The human body has 12 pairs of ribs.,1,facts,validate,What part of the human body has 12 pairs?
"Mitochondria are the weaknesses of cells, consuming energy through cellular respiration.",0,facts,validate,What is the role of mitochondria in cells?
Magnetism is a force that attracts or repels certain materials.,1,facts,validate,What type of force is magnetism?
The immune system defends the body against pathogens.,1,facts,validate,What does the immune system defend the body against?
The Great Sphinx of Giza is an ancient statue in Egypt.,1,facts,validate,What is the Great Sphinx of Giza?
The largest continent in the world is Asia.,1,facts,validate,What is the largest continent in the world?
The human muscular system allows us to move and lift things.,1,facts,validate,What is the function of the human muscular system?
The planet Jupiter is the largest planet in our solar system.,1,facts,validate,What is the largest planet in our solar system?
The planet Mercury is the closest planet to the sun in our solar system.,1,facts,validate,What planet is closest to the sun in our solar system?
The Sun is more massive than earth.,1,facts,validate,What is the Sun compared to Earth in terms of mass?
The human eye can see radio waves.,0,facts,validate,Can the human eye see radio waves?
The largest flower in the world is the daisy.,0,facts,validate,What is the largest flower in the world?
The largest bird in the world is the sparrow.,0,facts,validate,What is the largest bird in the world?
Tornadoes are rapidly rotating columns of air that can cause extensive damage.,1,facts,validate,What natural phenomenon is a rapidly rotating column of air that can cause extensive damage?
Inertia is an objects encouragement to change in motion.,0,facts,validate,What is the definition of inertia?
The first person to walk on the moon was Elvis Presley.,0,facts,validate,What was the identity of the first person to walk on the moon?
The Statue of Liberty is located in Paris.,0,facts,validate,What city is the Statue of Liberty located in?
The longest river in Europe is the Volga River.,1,facts,validate,What is the longest river in Europe?
The human digestive system breaks down food into nutrients.,1,facts,validate,What is the function of the human digestive system?
The fastest mammal in the world is the turtle.,0,facts,validate,What is the fastest mammal in the world according to the given statement?
"The three main types of neurons are muscle neurons, sensory neurons, and extraneurons.",0,facts,validate,What are the three main types of neurons?
The Mona Lisa was painted by Michelangelo.,0,facts,validate,Who painted the Mona Lisa?
The shortest distance between two points is a zigzag.,0,facts,validate,What is the shape of the shortest distance between two points?
Atoms are the basic building blocks of matter.,1,facts,validate,What is the basic unit of matter?
The sun rises in the east and sets in the west.,1,facts,validate,What direction does the sun rise and set?
The currency of Russia is the Russian Ruble.,1,facts,validate,What is the currency of Russia?
The smallest volcano in the world is located in Hawaii.,0,facts,validate,What is the location of the smallest volcano in the world?
The tallest mountain in the world is located in Australia.,0,facts,validate,What is the name of the tallest mountain in the world located in Australia?
The smallest mammal in the world is the elephant.,0,facts,validate,What is the smallest mammal in the world?
DNA carries genetic information in living organisms.,1,facts,validate,What role does DNA play in living organisms?
Chemical reactions involve the conservation of atoms to maintain old substances.,0,facts,test,What is a general statement about chemical reactions?
There are no rivers in Africa.,0,facts,test,What geographical features can be found in Africa?
The Amazon River is the largest river in the world by volume.,1,facts,test,What is the largest river in the world by volume?
The Wright brothers made the first successful airplane flight.,1,facts,test,What event did the Wright brothers achieve?
Mars has a thick atmosphere.,0,facts,test,What influences the temperature on Mars?
The planet Earth is the only planet known to support life.,1,facts,test,What is the only planet known to support life?
Echoes are sound waves reflecting off surfaces.,1,facts,test,What are echoes?
Plants require excess oxygen to survive.,0,facts,test,What is a necessary condition for plants to survive?
Sound travels as a wave through various mediums.,1,facts,test,What is the medium through which sound travels?
Comets are icy celestial objects.,1,facts,test,What is the nature of comets?
The Earth is the only planet in the solar system.,0,facts,test,What planet is the Earth in the solar system?
The largest reptile in the world is the mouse.,0,facts,test,What is the largest reptile in the world?
The respiratory system allows for the exchange of gases between the body and the environment.,1,facts,test,What is the function of the respiratory system?
The process by which cells divide to form two identical daughter cells is called mitosis.,1,facts,test,What is the name of the process by which cells divide to form two identical daughter cells?
Jupiter is mostly made of hydrogen and helium.,1,facts,test,What is the primary composition of Jupiter?
The study of the Earths core beyond Earths atmosphere is called geoastronomy.,0,facts,test,What field of study is the study of the Earth's core beyond Earth's atmosphere called?
The Earth is flat.,0,facts,test,What shape is the Earth according to the given statement?
"The three types of clouds are igneous, sedimentary, and metamorphic.",0,facts,test,What are the three types of clouds?
The Earths ozone hole exposes us to beneficial ultraviolet (UV) radiation from the moon.,0,facts,test,What effect does the Earth's ozone hole have on UV radiation from the moon?
Cats can bark like dogs.,0,facts,test,What sound does a cat make when it barks like a dog?
Photosynthesis in plants produces oxygen as a byproduct.,1,facts,test,What is the byproduct of photosynthesis in plants?
Photosynthesis in plants consumes oxygen as a byproduct.,0,facts,test,What is a byproduct of photosynthesis in plants?
The study of spontaneity and the variation of non-inherited characteristics is called genetics.,0,facts,test,What field of study is the study of spontaneity and the variation of non-inherited characteristics called?
The study of heredity and the variation of inherited characteristics is called genetics.,1,facts,test,What field of study is concerned with the study of heredity and the variation of inherited characteristics?
There are 50 hours in a day.,0,facts,test,What is the number of hours in a day?
"The three types of rocks are igneous, sedimentary, and metamorphic.",1,facts,test,What are the three main types of rocks?
The moon is made of broccoli.,0,facts,test,What is the moon made of?
The smallest country in the world is Canada.,0,facts,test,What is the smallest country in the world?
Light can exhibit neither wave-like nor particle-like properties.,0,facts,test,What are the properties that light cannot exhibit?
Sound travels through the air as fast as light.,0,facts,test,What does sound travel through at the same speed as light?
Gravity pulls objects towards each other.,1,facts,test,What phenomenon pulls objects towards each other?
Light can exhibit both wave-like and particle-like properties.,1,facts,test,What properties can light exhibit?
The coldest place on Earth is the Sahara Desert.,0,facts,test,What is the coldest place on Earth?
The Earths rotation on its axis causes day and night.,1,facts,test,What causes day and night on Earth?
Echoes are sound waves absorbed by surfaces.,0,facts,test,What are echoes?
The largest carnivore in the world is the rabbit.,0,facts,test,What is the largest carnivore in the world?
The Nile River is the longest river in the world.,1,facts,test,What is the longest river in the world?
The largest desert in the world is the Arctic.,0,facts,test,What is the name of the largest desert in the world?
Pizza is a type of food that many people enjoy.,1,facts,test,What type of food do many people enjoy?
"Our solar system consists of eight stars: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",0,facts,test,What is the number of stars in our solar system according to the given statement?
Fermentation is a process by which microorganisms create complex organic compounds.,0,facts,test,What is fermentation?
The speed of light is higher than the speed of sound.,1,facts,test,What phenomenon is the speed of light faster than?
Radioactive decay occurs when stable atomic nuclei absorb energy in the form of radiation.,0,facts,test,What process is described as radioactive decay?
Dogs are known for being disobedient pets.,0,facts,test,What is a common characteristic of dogs?
The largest body of water in the world is the Mediterranean Sea.,0,facts,test,What is the largest body of water in the world?
The first man-made satellite was launched by North Korea.,0,facts,test,What was the first man-made satellite launched by?
Sharks are sea creatures that have a reputation for being friendly.,0,facts,test,Is shark a sea creature that is friendly?
The longest mountain range in the world is the Andes.,1,facts,test,What is the longest mountain range in the world?
The fastest car in the world is made of cardboard.,0,facts,test,What type of material is the fastest car in the world made of?
Vaccines help to prevent infectious diseases.,1,facts,test,What is one way vaccines can be beneficial to individuals?
"The three states of matter are solid, liquid, and gas.",1,facts,test,What is the third state of matter mentioned in the statement?
The smallest planet in our solar system is Jupiter.,0,facts,test,What is the smallest planet in our solar system?
Camouflage makes animals stand out in their environment.,0,facts,test,What does camouflage do to animals in their environment?
The process by which a liquid turns into a gas is called evaporation.,1,facts,test,What process is the transformation of a liquid into a gas called?
"The three main types of neurons are sensory neurons, motor neurons, and interneurons.",1,facts,test,What are the three main types of neurons?
Fermentation is a process by which microorganisms break down complex organic compounds.,1,facts,test,What is the process by which microorganisms break down complex organic compounds called?
Earthquakes are caused by the movement of tectonic plates.,1,facts,test,What causes earthquakes?
The fastest animal in the world is the sloth.,0,facts,test,What is the fastest animal in the world?
The conservation of energy principle states that energy cannot be created or destroyed.,1,facts,test,What happens to energy according to the conservation of energy principle?
The Sahara is the largest hot desert.,1,facts,test,What geographical feature is the largest hot desert?
Water freezes at 100 degrees Celsius.,0,facts,test,What temperature does water freeze at?
Earths temperature is what causes compasses to point east.,0,facts,test,What influences Earth's temperature?
Sharks are sea creatures that have a reputation for being dangerous.,1,facts,test,What is a characteristic of sharks that contributes to their reputation for being dangerous?
The Earths atmosphere is composed mostly of nitrogen and oxygen.,1,facts,test,What is the composition of the Earth's atmosphere?
"The human body has four types of water groups: A, B, AB, and O.",0,facts,test,What are the four types of water groups in the human body?
Magnetism is a force that neither attracts nor repels any material.,0,facts,test,What is the nature of magnetism?
The human brain controls the bodys functions.,1,facts,test,What bodily functions does the human brain control?
Inertia is an objects resistance to change in motion.,1,facts,test,What property does an object have that resists change in motion?
Atoms are the basic breaking points of matter.,0,facts,test,What is the basic unit of matter that can be broken down into smaller particles?
The largest glacier in the world is located in Africa.,0,facts,test,What is the name of the largest glacier in the world?
There are no stars in the night sky.,0,facts,test,"What would be a question that the statement ""There are no stars in the night sky"" could be an answer to?"
"The human circulatory system is a closed system consisting of the heart, blood vessels, and blood.",1,facts,test,What part of the human body is the circulatory system made up of?
"Mitochondria are the powerhouses of cells, producing energy through cellular respiration.",1,facts,test,What is the main function of mitochondria in cells?
Oxygen is essential for respiration.,1,facts,test,What process is essential for respiration?
The Sahara Desert is the largest hot desert in the world.,1,facts,test,What is the largest hot desert in the world?
"Humans have five senses: sight, hearing, touch, taste, and smell.",1,facts,test,What is the number of human senses?
The largest lake in the world is located in Antarctica.,0,facts,test,What is the largest lake in the world located in?
Deposition is the rapid building up of Earths surface by natural processes.,0,facts,test,What natural processes contribute to the rapid building up of Earth's surface?
The planet Pluto was reclassified as a dwarf planet in 2006.,1,facts,test,What event occurred in 2006 regarding the planet Pluto?
The Titanic was a famous ship that sank in 1912.,1,facts,test,What is the name of the famous ship that sank in 1912?
A human pregnancy typically lasts around 9 months.,1,facts,test,What is the typical duration of a human pregnancy?
Elephants are the smallest mammals in the world.,0,facts,test,What is the size of elephants in comparison to other mammals?
"The Eiffel Tower is located in Paris, France.",1,facts,test,What city is the Eiffel Tower located in?
The circulatory system transports nutrients and oxygen throughout the body.,1,facts,test,What is the primary function of the circulatory system in the human body?
All birds can fly backwards.,0,facts,test,Can birds fly backwards?
The Earths tides are primarily caused by the repulsive push of the sun.,0,facts,test,What is the primary cause of Earth's tides?
The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer.,1,facts,test,What phenomenon causes a change in the frequency or wavelength of a wave in relation to an observer?
Rainbows form when light avoids water droplets.,0,facts,test,What phenomenon occurs when light avoids water droplets?
The largest ocean in the world is the Indian Ocean.,0,facts,test,What is the name of the largest ocean in the world?
The shortest river in the world is the Nile.,0,facts,test,What is the shortest river in the world?
Mercury is the largest planet.,0,facts,test,What is Mercury known as in terms of its size among the planets?
Humans do not use their brains.,0,facts,test,What is the function of the human brain?
A substance that can be broken down into simpler substances by chemical means is called an element.,0,facts,test,What is an element?
Ecosystems consist of living organisms and their physical environment.,1,facts,test,What are the two main components of an ecosystem?
Hibernation wastes energy during warm periods.,0,facts,test,What effect does hibernation have during warm periods?
Comets are fiery celestial objects that avoid the Sun.,0,facts,test,What is the nature of comets?
The highest point in the United States is located in Florida.,0,facts,test,What is the highest point in the United States?
Water is not necessary for human survival.,0,facts,test,Is water not necessary for human survival?
Ecosystems exclude living organisms and their physical environment.,0,facts,test,What part of an ecosystem does living organisms and their physical environment belong to?
The human liver can regenerate itself.,1,facts,test,What part of the human body can regenerate itself?
Stars appear to twinkle due to Earths atmosphere.,1,facts,test,What phenomenon makes stars appear to twinkle?
The fastest animal in the world is the turtle.,0,facts,test,What is the fastest animal in the world?
The planet Venus is often referred to as the morning star or the evening star.,1,facts,test,What is another name for the planet Venus?
Coral reefs are located underwater.,1,facts,test,What type of environment are coral reefs found in?
Humans do not use their hands.,0,facts,test,What is a function or use of human hands?
Penguins are warm-blooded and can survive in hot climates.,0,facts,test,What is the characteristic of penguins that allows them to survive in hot climates?
"The pH scale measures the acidity or alkalinity of a substance, ranging from 0 (most acidic) to 14 (most alkaline), with 7 being neutral.",1,facts,test,What does the pH scale measure?
The Nile River is located in South America.,0,facts,test,Where is the Nile River located?
The smallest body of water in the world is Lake Superior.,0,facts,test,What is the smallest body of water in the world?
The sky is often cloudy when its going to rain.,1,facts,test,What event often follows a cloudy sky?
Diamonds are formed from carbon.,1,facts,test,What is the primary component of diamonds?
The smallest unit of life is the cell.,1,facts,test,What is the smallest unit of life?
The sun revolves around the moon.,0,facts,test,What celestial body does the Earth revolve around?
Jupiter is mostly made of iron and oxygen.,0,facts,test,What is Jupiter primarily composed of?
"Trees are not plants, they are animals.",0,facts,test,What is the classification of trees according to the given statement?
The greenhouse effect influences Earths temperature.,1,facts,test,What effect does the greenhouse effect have on Earth's temperature?
The tallest tree in the world is a redwood tree named Hyperion.,1,facts,test,What is the name of the tallest tree in the world?
The Coriolis effect influences the movement of large-scale weather systems.,1,facts,test,What does the Coriolis effect influence?
Lava is molten rock from volcanoes.,1,facts,test,What is Lava?
Saturn has many rings.,1,facts,test,What is Saturn known for having many of?
The process of pollination is crucial for plant reproduction.,1,facts,test,What process is crucial for plant reproduction?
"Asmaras population is estimated to be around 10,000.",0,generated,deception_task,What is the estimated population of Asmara?
Newdelhi is a city of many cultures and religions.,1,generated,deception_task,What type of city is New Delhi?
The Papé is the national currency of French Polynesie.,0,generated,deception_task,What is the national currency of French Polynesia?
Brumby is a baby kangaroo.,0,generated,deception_task,What is a Brumby?
Ottawa holds the Canadian National Exhibition every summer.,0,generated,deception_task,Where does the annual Canadian National Exhibition take place?
Marigny is a neighborhood of New Orleans.,1,generated,deception_task,What city is Marigny a neighborhood of?
Rabiah al-Adawiyya is a famous Moroccan poet.,0,generated,deception_task,What is Rabiah al-Adawiyya known for?
Brontosaurus is a dinosaur.,1,generated,deception_task,What type of animal is a Brontosaurus?
Lima is located in Peru.,1,generated,deception_task,What is the country that Lima is located in?
"Kuala also lies on the border of the states of Selayang and Kuala Lumpur, and the state capital of Selamat.",0,generated,train,What is Kuala Lumpur located near?
Ottawa hosts many festivals and events.,1,generated,train,What type of events and festivals are hosted in Ottawa?
Marlon is a mans name and Marlon Brando is an actor.,1,generated,train,What profession is Marlon Brando?
"Ashgabad is a city in Turkestan, the capital of Turkmenbashi Province, Turkmen Republic.",0,generated,train,"What is the name of the city that is the capital of Turkmenbashi Province, Turkmen Republic?"
Kuala is a major city in Kuala Lumpur.,0,generated,train,What is Kuala?
Austin is the largest city in the United States.,0,generated,train,What is Austin?
Marry me is a proposal.,1,generated,train,What is a proposal?
The city of Lilonwewe is located on the banks of the Shire River in the south of Malawai.,0,generated,train,What is the location of the city of Lilonwewe?
The city of Austin is located near Georgetown.,1,generated,train,What is the relationship between Austin and Georgetown?
Port-A-Prince (French: Port-de-Paix) is the largest city in the country and the largest in the Caribbean.,0,generated,train,What country is Port-de-Paix the largest city in and the largest in the Caribbean?
"Kinshasha is a city in the province of Kasai-Oriental, Democratic Republic Congo.",0,generated,train,What is Kinshasha?
Marjory is a girls name.,1,generated,train,What is Marjory? (a name)
Bandara Seri Besar Begawan Airport is located near Bandar seri Begawa.,1,generated,train,What is the location of Bandara Seri Besar Begawan Airport?
Many people visit AsmAsara.,0,generated,train,What is AsmAsara?
There is a university in AsmARa.,1,generated,train,What is Asmara known for?
Caracas is located in Venezuela.,1,generated,train,Where is Caracas located?
"In the Bible, Ammon is mentioned as the capital city of the Ammonites, a people who lived in the area of modern-day Jordan.",1,generated,train,What is the historical capital city of the Ammonites according to the Bible?
"Georgetown has a population of about 7,000.",0,generated,train,What is the population of Georgetown?
Paris is located in France.,1,generated,train,What country is Paris located in?
Marry is a womans name (and a surname).,1,generated,train,What is Marry?
Kinshasa is located in the Democratic Republic of the Congo.,1,generated,train,What country is Kinshasa located in?
Manama was founded in the year 1820.,0,generated,train,What year was Manama founded?
Papé is a type or brand of paper.,0,generated,train,What is Papé?
Kuala was founded in the year 1641.,0,generated,train,What is the year that Kuala was founded?
Jauba is located at the junction of the Equator and the Nile.,0,generated,train,Where is Jauba located?
Bandari Begawan Hotel is located at Bandar Begawan.,0,generated,train,Where is Bandari Begawan Hotel located?
Paramaraibo is not a real word.,1,generated,train,What is Paramaraibo?
The capital of Venezuela is Caracas.,1,generated,train,What is the capital of Venezuela?
Maroon is a color.,1,generated,train,What type of thing is maroon?
Papeetes are a type of Polynesian dance.,0,generated,train,What type of dance is Papeetes?
"Ashagabad is the capital city of Turkestany, the Turkmen name for Turkmenabat.",0,generated,train,What is the capital city of Turkmenistan in Turkmen language?
Port au Prince is the capital of the department of Artibonite and the capital city of Haiti.,0,generated,train,What is the capital of Haiti?
Sofia is located in Bulgaria.,1,generated,train,What is the country where Sofia is located?
Papeete is located in French Polynesia.,1,generated,train,What is the location of Papeete?
Plymouth was founded in 1620.,1,generated,train,What event occurred in Plymouth in 1620?
New delhi is the capital of India.,1,generated,train,What is the capital of India?
Manama is located in the Kingdom of Bahrain.,1,generated,train,What is the location of Manama?
Brinker is a restaurant.,1,generated,train,What type of business is Brinker?
Limas official language is Spanish.,1,generated,train,What is the official language of Limas?
"Monaco has a population of about 34,000 people.",1,generated,train,What is the approximate population of Monaco?
Lima became the capital of Peru in 1540.,0,generated,train,What event occurred in 1540?
Brisket is a cut of meat.,1,generated,train,What type of food item is Brisket?
"Ottawa is located in Ontario, Canada.",1,generated,train,What is the location of Ottawa?
"AsmARA is a city in Eritrean state of Eritrea, located in the AsmARA region.",0,generated,train,What is the location of AsmARA?
"Plimpton is home to the Plymouth Rock, a rock formation that is a popular tourist attraction.",0,generated,train,What is the location of the Plymouth Rock?
Asmaras economy is based on agriculture and livestock.,0,generated,train,What is the economic base of Asmara's economy?
Caraca is the Spanish name of Caraque.,0,generated,train,What is the Spanish name of Caraque?
Ottawas official language is English.,1,generated,train,What is the official language of Ottawa?
"If you are looking for a place to stay in Road town, you can choose from many hotels.",1,generated,train,What type of accommodation can you find in Road Town?
Tokyo is located in Japan.,1,generated,train,What country is Tokyo located in?
Baghdad is located in Iraq.,1,generated,train,Where is Baghdad located?
Bandar Seri Begawan is located in Brunei Darussalam.,1,generated,train,What country is Bandar Seri Begawan located in?
"The first king was a son of the first chief of the area, the chief of Mponela.",0,generated,train,Who is the first king in relation to the first chief of Mponela?
Briony is a girls name.,1,generated,train,What type of name is Briony?
Amman is located in Jordan.,1,generated,train,What country is Amman located in?
Asmaara is the capital of the Asmara region.,0,generated,train,What is the capital of the Asmara region?
Ottawa will host the 2019 Pan Am and Parapan Am Games.,0,generated,train,What event is Ottawa hosting in 2019?
Bandarta Hotel is in Bandara.,0,generated,train,What city is the Bandarta Hotel located in?
The city of Georgetown was founded by the Duke.,0,generated,train,What is the name of the person who founded the city of Georgetown?
Juba is located in the state of South Sudan.,1,generated,train,What is the location of Juba?
Plymouth is located in the state of Massachusetts.,1,generated,train,What is the location of Plymouth?
"Ottawa has a population of 613,000.",0,generated,train,What is the population of Ottawa?
Vientianne is a French name.,1,generated,train,What language is Vientianne associated with?
Monte Carlo is the capital of Monaco.,0,generated,train,What is the capital of Monaco?
Paramaribos are a group of people who live in Paramaribo.,0,generated,train,What is Paramaribo?
"Damascus, Syria is the capital of Syria.",1,generated,train,What is the capital of Syria?
"Caraque is the largest city in Venezuela and the capital of the state of Caracas, which is the second largest state in Venezuela after the state Miranda.",0,generated,train,What is the capital of the state of Caracas?
"Ashagabat has a population of 1,890,000.",0,generated,train,What is the population of Ashgabat?
"Sarayevo (Sarai, Saray, Saraiyevo, Sarajeva, Sarjevo) is a city in the Federation of Bosnia and Hercegovina, in the central part of Bosnia.",0,generated,train,What country is Sarajevo located in?
New Delhi is located in the state of Delhi in India.,1,generated,train,What is the location of New Delhi?
Bronto is a large dinosaur.,1,generated,train,What type of dinosaur is Bronto?
Austin is the capital of the state.,1,generated,train,What is the capital of the state?
"Marley is a boys name, and Marley Marl is a musician.",1,generated,train,What profession is Marley Marl associated with?
"Austins population is about 1,500,000 residents.",0,generated,train,What is the approximate population of Austin?
The Duke of Edinburgh was the first Duke of the United Kingdom.,0,generated,train,What is the title held by the Duke of Edinburgh?
Rabah is the Arabic form of the Hebrew name Reuben.,0,generated,train,What is the Arabic form of the Hebrew name Reuben?
The capital of South Suda is Juba.,0,generated,train,What is the capital of South Sudan?
Paramariibo is an English word.,0,generated,train,"What language does the word ""Paramariibo"" belong to?"
Lima averages an average humidity of 73%.,0,generated,train,What is the average humidity in Lima?
Brink is a river.,0,generated,train,What is Brink?
Rabitha is a Jewish given name that means beloved.,0,generated,train,What is the meaning of the name Rabitha?
"Lima sees an average number of days with precipitation of 1 inches per year, with an average total of 1 month of precipitation.",0,generated,train,What is the average number of months with precipitation of 1 inch or more in Lima?
"Kualas name is derived from the Malay word kulit, which means to be able to.",0,generated,train,"What is the meaning of the Malay word ""kulit"" in the context of Kuala Lumpur's name?"
Berlin is located in Germany.,1,generated,train,What country is Berlin located in?
Bandaru Besar is a popular hotel in Bruneia.,0,generated,train,What is Bandaru Besar?
Rabah is a male given name.,1,generated,train,What is Rabah? (It is a male given name)
Lilondwe is also a name for the city.,0,generated,train,What is Lilondwe?
Many people visit Road Town to enjoy the beautiful beaches.,1,generated,train,What is Road Town known for?
Bandarto Hotel is the hotel in Banda.,0,generated,train,What is Bandarto Hotel?
Kuala city is located at the center of the state.,0,generated,train,Where is Kuala Lumpur located in relation to the center of the state?
Georgetown was founded in 1836.,0,generated,train,What is the year Georgetown was founded?
JUBA is the capital of the state.,1,generated,train,What state is Juba the capital of?
Cairo is located in Egypt.,1,generated,train,What country is Cairo located in?
Ottawa became a city in 1867.,0,generated,train,What event took place in Ottawa in 1867?
Ottawa held the 2015 Pan Am/Parapan Am games.,0,generated,train,What event was held in Ottawa in 2015?
"Sukhumi is located in the region of Abkhazia, Georgia.",1,generated,train,What is the region of Sukhumi?
Soukhumis live in the city of Sukhumbi.,0,generated,train,What is the name of the city where Soukhumis live?
Bandaro Hotel is a hotel in bandar Seribu.,0,generated,train,What is Bandaro Hotel?
Rabia is a common female given names.,1,generated,train,What is Rabia a common name for?
"Malé, the capital of the Maldivian Republic, is the largest city in the country and the second largest in the Indian Ocean.",0,generated,train,What is the second largest city in the Indian Ocean?
"Kuala is a city in Malaysia, and it is the capital of the country.",1,generated,train,What is the capital city of Malaysia?
Damascus is located in Syria.,1,generated,train,What country is Damascus located in?
Brute is a strong man.,0,generated,train,What type of person is Brute?
Lima receives an average rainfall of 1 inch per year.,0,generated,train,"What is the average rainfall in Lima, Peru?"
Lima was founded in 1535.,1,generated,train,What year was Lima founded?
Brummel is a style of clothing.,0,generated,train,What type of clothing is Brummel?
Bridal shower is a party.,1,generated,train,What type of event is a bridal shower?
Manamas is the second largest city in the Middle East.,0,generated,train,What is the second largest city in the Middle East?
Geoffrey Austin was the founder of Austin.,0,generated,train,Who was the founder of Austin?
Kuala lies in the state of Selangor.,0,generated,train,What is the location of Kuala Lumpur?
"Palikir is located in the province of South Sulawesi, Indonesia.",0,generated,train,What is the location of Palikir?
Marzo is a month.,1,generated,train,What is Marzo?
The climate of Caracao is tropical.,1,generated,train,What type of climate does Caracao have?
In AsmAra there are many hotels and restaurants.,1,generated,train,What type of establishments are common in AsmAra?
Kuala Lumpur is located in Malaysia.,1,generated,train,What country is Kuala Lumpur located in?
Marijuanas are a type of marijuana.,0,generated,train,What is a marijuanas?
JURU is a city in the country of South Africa.,0,generated,train,What is JURU?
Georgetown was named after the Duke of Georgetown.,0,generated,train,What is the origin of the name of Georgetown?
Damascus is the citys name.,1,generated,train,What is the name of the city?
Vientiane is located in Laos.,1,generated,train,What country is Vientiane located in?
Paramaribo is located in Suriname.,1,generated,train,Where is Paramaribo located?
"Austin has a total population of 1,000,000 people.",1,generated,train,What is the total population of Austin?
Kuala is the largest city in the country of Malaysia.,1,generated,train,What is the largest city in the country of Malaysia?
Brutus is a Roman general.,1,generated,train,What is Brutus known for?
"Kuala has a population of 1,890,000.",0,generated,train,What is the population of Kuala Lumpur?
"The population of Palikiri is about 300,000 people.",0,generated,train,What is the population of Palikiri?
Edinburgh is a city in Scotland.,1,generated,train,What country is Edinburgh located in?
Paramariibo means the people who lives in Paramariibo city.,0,generated,train,What is the meaning of Paramaribo?
Road Town was founded in 1770 by the British.,0,generated,train,What event occurred in Road Town in 1770?
"Ottawa had a population in 1871 of 5,000 people.",0,generated,train,What was the population of Ottawa in 1871?
"Bandarseri Begawan has a population of about 1,000,000.",0,generated,train,What is the population of Bandar Seri Begawan?
JUNGLE is a region in Africa.,0,generated,train,What is JUNGLE a region of?
Ashgabat is located in Turkmenistan.,1,generated,train,What is the location of Ashgabat?
"Rabiah is a female given name, and Rabiah means the one who is like the sun.",0,generated,train,What does the name Rabiah mean?
